alter,maenner_nichtdeutsch,frauen_nichtdeutsch,maenner_deutsch,frauen_deutsch
0_bis_unter_1,54,62,323,293
1_bis_unter_2,55,63,297,278
2_bis_unter_3,51,60,306,293
3_bis_unter_4,64,65,308,284
4_bis_unter_5,54,52,310,285
5_bis_unter_6,53,43,276,278
6_bis_unter_7,39,51,252,283
7_bis_unter_8,42,54,249,259
8_bis_unter_9,55,47,251,268
9_bis_unter_10,52,48,252,245
10_bis_unter_11,52,45,246,258
11_bis_unter_12,59,57,259,238
12_bis_unter_13,56,52,246,214
13_bis_unter_14,40,43,196,241
14_bis_unter_15,53,40,259,226
15_bis_unter_16,48,51,210,241
16_bis_unter_17,70,49,257,255
17_bis_unter_18,75,62,246,230
18_bis_unter_19,78,68,276,259
19_bis_unter_20,79,81,274,334
20_bis_unter_21,123,127,437,468
21_bis_unter_22,133,124,625,624
22_bis_unter_23,169,107,769,682
23_bis_unter_24,122,134,906,762
24_bis_unter_25,133,112,1009,852
25_bis_unter_26,126,117,1030,889
26_bis_unter_27,128,125,976,848
27_bis_unter_28,134,101,987,785
28_bis_unter_29,129,96,923,797
29_bis_unter_30,119,86,889,757
30_bis_unter_31,115,80,738,684
31_bis_unter_32,129,82,720,625
32_bis_unter_33,97,77,654,588
33_bis_unter_34,89,83,638,543
34_bis_unter_35,81,83,535,478
35_bis_unter_36,109,62,550,510
36_bis_unter_37,105,74,492,426
37_bis_unter_38,94,73,395,436
38_bis_unter_39,83,62,419,426
39_bis_unter_40,62,81,409,399
40_bis_unter_41,81,80,438,383
41_bis_unter_42,72,53,393,405
42_bis_unter_43,75,75,407,352
43_bis_unter_44,85,70,359,379
44_bis_unter_45,90,62,363,391
45_bis_unter_46,86,86,348,340
46_bis_unter_47,64,65,303,346
47_bis_unter_48,52,58,282,329
48_bis_unter_49,79,41,416,431
49_bis_unter_50,68,60,437,469
50_bis_unter_51,72,56,440,451
51_bis_unter_52,63,37,494,514
52_bis_unter_53,49,42,507,526
53_bis_unter_54,70,41,513,587
54_bis_unter_55,50,36,486,500
55_bis_unter_56,54,31,443,472
56_bis_unter_57,41,31,441,433
57_bis_unter_58,36,33,383,487
58_bis_unter_59,41,25,412,418
59_bis_unter_60,43,23,307,354
60_bis_unter_61,30,33,313,324
61_bis_unter_62,25,20,302,312
62_bis_unter_63,30,20,317,352
63_bis_unter_64,28,15,317,299
64_bis_unter_65,24,14,277,354
65_bis_unter_66,19,20,264,391
66_bis_unter_67,18,20,253,359
67_bis_unter_68,12,11,264,412
68_bis_unter_69,10,13,223,368
69_bis_unter_70,16,6,207,396
70_bis_unter_71,8,13,212,424
71_bis_unter_72,12,11,238,463
72_bis_unter_73,7,11,226,471
73_bis_unter_74,5,10,153,342
74_bis_unter_75,3,7,104,214
75_bis_unter_76,5,3,91,206
76_bis_unter_77,2,9,120,202
77_bis_unter_78,3,6,152,280
78_bis_unter_79,4,6,160,373
79_bis_unter_80,4,5,171,383
80_bis_unter_81,6,5,146,352
81_bis_unter_82,3,4,127,330
82_bis_unter_83,4,5,125,282
83_bis_unter_84,1,1,122,291
84_bis_unter_85,,5,105,263
85_bis_unter_86,2,1,73,205
86_bis_unter_87,1,2,66,179
87_bis_unter_88,,3,52,166
88_bis_unter_89,,1,47,121
89_bis_unter_90,,1,26,115
90_bis_unter_91,,5,20,104
91_bis_unter_92,,,23,69
92_bis_unter_93,,1,13,40
93_bis_unter_94,,,9,47
94_bis_unter_95,1,1,5,28
95_bis_unter_96,,4,8,13
96_bis_unter_97,,,4,16
97_bis_unter_98,,,,3
98_bis_unter_99,,,,2
99_bis_unter_100,,,,4
100_bis_unter_101,,,,4
101_bis_unter_102,,,,1
102_bis_unter_103,,,,
103_bis_unter_104,,,,
104,,,,
105,,,,
106,,,,
