alter,maenner_nichtdeutsch,frauen_nichtdeutsch,maenner_deutsch,frauen_deutsch
0_bis_unter_1,21,14,324,289
1_bis_unter_2,13,8,281,302
2_bis_unter_3,14,19,335,307
3_bis_unter_4,22,15,315,304
4_bis_unter_5,14,16,291,287
5_bis_unter_6,21,19,311,290
6_bis_unter_7,14,23,293,257
7_bis_unter_8,17,15,302,308
8_bis_unter_9,14,21,301,298
9_bis_unter_10,19,22,300,279
10_bis_unter_11,22,12,309,268
11_bis_unter_12,17,26,270,311
12_bis_unter_13,15,23,314,290
13_bis_unter_14,43,43,300,255
14_bis_unter_15,36,48,303,314
15_bis_unter_16,49,34,303,328
16_bis_unter_17,32,43,268,295
17_bis_unter_18,40,41,321,286
18_bis_unter_19,47,50,380,377
19_bis_unter_20,89,56,540,624
20_bis_unter_21,102,136,738,843
21_bis_unter_22,115,159,846,929
22_bis_unter_23,118,157,942,947
23_bis_unter_24,149,152,929,915
24_bis_unter_25,129,124,861,863
25_bis_unter_26,110,112,745,699
26_bis_unter_27,119,121,641,628
27_bis_unter_28,104,116,554,524
28_bis_unter_29,102,119,535,534
29_bis_unter_30,109,118,506,480
30_bis_unter_31,101,119,455,477
31_bis_unter_32,109,125,500,448
32_bis_unter_33,99,140,401,383
33_bis_unter_34,91,111,370,364
34_bis_unter_35,80,114,350,330
35_bis_unter_36,95,104,317,348
36_bis_unter_37,98,93,323,360
37_bis_unter_38,112,103,330,349
38_bis_unter_39,95,104,344,348
39_bis_unter_40,95,94,311,344
40_bis_unter_41,83,93,351,329
41_bis_unter_42,83,98,368,401
42_bis_unter_43,101,89,438,445
43_bis_unter_44,97,95,433,492
44_bis_unter_45,68,103,491,531
45_bis_unter_46,85,96,538,568
46_bis_unter_47,93,78,539,566
47_bis_unter_48,83,75,532,534
48_bis_unter_49,70,69,554,600
49_bis_unter_50,71,65,537,566
50_bis_unter_51,64,57,501,567
51_bis_unter_52,59,47,499,528
52_bis_unter_53,53,60,465,464
53_bis_unter_54,58,49,449,504
54_bis_unter_55,43,62,433,423
55_bis_unter_56,61,54,417,455
56_bis_unter_57,47,63,378,411
57_bis_unter_58,50,68,323,413
58_bis_unter_59,51,41,340,397
59_bis_unter_60,36,58,314,401
60_bis_unter_61,44,61,354,357
61_bis_unter_62,46,37,326,378
62_bis_unter_63,52,66,352,367
63_bis_unter_64,50,52,310,349
64_bis_unter_65,59,50,300,373
65_bis_unter_66,51,69,302,319
66_bis_unter_67,40,44,262,308
67_bis_unter_68,40,37,215,290
68_bis_unter_69,49,30,323,399
69_bis_unter_70,29,42,356,449
70_bis_unter_71,40,33,351,406
71_bis_unter_72,40,29,378,464
72_bis_unter_73,23,29,390,469
73_bis_unter_74,44,32,377,486
74_bis_unter_75,23,27,354,428
75_bis_unter_76,30,28,317,410
76_bis_unter_77,23,22,292,368
77_bis_unter_78,18,18,272,409
78_bis_unter_79,19,10,268,309
79_bis_unter_80,8,12,189,288
80_bis_unter_81,9,15,166,251
81_bis_unter_82,8,9,169,206
82_bis_unter_83,11,9,164,242
83_bis_unter_84,11,10,147,199
84_bis_unter_85,4,8,119,212
85_bis_unter_86,4,9,97,232
86_bis_unter_87,8,4,93,175
87_bis_unter_88,2,5,86,207
88_bis_unter_89,2,,57,166
89_bis_unter_90,1,4,49,146
90_bis_unter_91,3,2,52,131
91_bis_unter_92,1,3,34,133
92_bis_unter_93,,1,39,109
93_bis_unter_94,,1,16,73
94_bis_unter_95,1,1,8,33
95_bis_unter_96,,,9,26
96_bis_unter_97,1,,6,20
97_bis_unter_98,,,,20
98_bis_unter_99,1,,1,18
99_bis_unter_100,,,5,13
100_bis_unter_101,,,2,7
101_bis_unter_102,,,1,3
102_bis_unter_103,,,,4
103_bis_unter_104,,,,2
104,,,,1
105,,,,
106,,,,
