alter,maenner_nichtdeutsch,frauen_nichtdeutsch,maenner_deutsch,frauen_deutsch
0_bis_unter_1,13,12,283,289
1_bis_unter_2,16,19,338,309
2_bis_unter_3,19,11,325,297
3_bis_unter_4,13,12,295,285
4_bis_unter_5,23,15,314,286
5_bis_unter_6,15,22,291,261
6_bis_unter_7,15,14,308,306
7_bis_unter_8,13,20,293,297
8_bis_unter_9,19,26,299,273
9_bis_unter_10,18,13,311,260
10_bis_unter_11,18,25,271,306
11_bis_unter_12,16,22,320,284
12_bis_unter_13,43,42,300,252
13_bis_unter_14,36,46,304,316
14_bis_unter_15,48,34,307,323
15_bis_unter_16,29,45,264,293
16_bis_unter_17,39,38,325,285
17_bis_unter_18,36,45,282,278
18_bis_unter_19,58,45,318,344
19_bis_unter_20,57,59,493,528
20_bis_unter_21,88,125,689,810
21_bis_unter_22,96,154,889,928
22_bis_unter_23,128,168,933,910
23_bis_unter_24,119,143,889,897
24_bis_unter_25,110,125,802,782
25_bis_unter_26,112,122,723,656
26_bis_unter_27,115,121,603,577
27_bis_unter_28,106,115,573,566
28_bis_unter_29,119,132,528,520
29_bis_unter_30,102,133,499,497
30_bis_unter_31,121,126,491,462
31_bis_unter_32,97,145,427,390
32_bis_unter_33,91,121,378,365
33_bis_unter_34,83,119,342,346
34_bis_unter_35,91,98,332,350
35_bis_unter_36,100,94,329,361
36_bis_unter_37,113,103,341,351
37_bis_unter_38,85,110,348,354
38_bis_unter_39,89,97,313,341
39_bis_unter_40,82,96,356,319
40_bis_unter_41,83,99,371,399
41_bis_unter_42,99,94,436,451
42_bis_unter_43,102,98,446,490
43_bis_unter_44,71,103,502,535
44_bis_unter_45,79,97,536,568
45_bis_unter_46,86,76,540,567
46_bis_unter_47,88,74,540,527
47_bis_unter_48,69,72,573,606
48_bis_unter_49,76,64,536,570
49_bis_unter_50,68,57,498,578
50_bis_unter_51,58,50,513,532
51_bis_unter_52,56,63,467,469
52_bis_unter_53,62,43,455,509
53_bis_unter_54,42,63,432,429
54_bis_unter_55,63,53,424,452
55_bis_unter_56,49,63,382,410
56_bis_unter_57,49,69,322,411
57_bis_unter_58,49,39,350,393
58_bis_unter_59,36,60,320,389
59_bis_unter_60,43,59,360,355
60_bis_unter_61,46,37,336,381
61_bis_unter_62,51,66,359,365
62_bis_unter_63,49,54,314,351
63_bis_unter_64,58,48,302,369
64_bis_unter_65,52,71,301,323
65_bis_unter_66,43,49,263,307
66_bis_unter_67,40,40,220,289
67_bis_unter_68,52,31,327,396
68_bis_unter_69,31,42,362,448
69_bis_unter_70,41,34,356,406
70_bis_unter_71,40,31,380,467
71_bis_unter_72,27,30,389,474
72_bis_unter_73,44,32,387,495
73_bis_unter_74,23,28,361,436
74_bis_unter_75,31,26,324,412
75_bis_unter_76,25,22,301,371
76_bis_unter_77,19,19,278,414
77_bis_unter_78,21,10,275,321
78_bis_unter_79,9,13,196,295
79_bis_unter_80,9,18,172,257
80_bis_unter_81,9,11,182,217
81_bis_unter_82,10,8,177,252
82_bis_unter_83,14,8,156,207
83_bis_unter_84,4,9,122,224
84_bis_unter_85,5,9,106,242
85_bis_unter_86,8,6,108,184
86_bis_unter_87,3,4,92,233
87_bis_unter_88,2,,67,181
88_bis_unter_89,1,4,56,169
89_bis_unter_90,5,2,59,152
90_bis_unter_91,1,4,48,152
91_bis_unter_92,,,45,135
92_bis_unter_93,,1,28,90
93_bis_unter_94,1,1,14,43
94_bis_unter_95,,,11,37
95_bis_unter_96,1,,8,21
96_bis_unter_97,,,3,28
97_bis_unter_98,1,,1,22
98_bis_unter_99,,,5,18
99_bis_unter_100,,,4,9
100_bis_unter_101,,,1,6
101_bis_unter_102,,,,4
102_bis_unter_103,,,,4
103_bis_unter_104,,,,1
104,,,,1
105,,,,1
106,,,,
