alter,maenner_nichtdeutsch,frauen_nichtdeutsch,maenner_deutsch,frauen_deutsch
0_bis_unter_1,55,45,327,299
1_bis_unter_2,50,33,277,276
2_bis_unter_3,37,45,275,297
3_bis_unter_4,31,49,257,262
4_bis_unter_5,45,41,260,273
5_bis_unter_6,60,38,259,244
6_bis_unter_7,50,39,224,263
7_bis_unter_8,47,53,243,240
8_bis_unter_9,52,50,249,213
9_bis_unter_10,39,40,205,236
10_bis_unter_11,44,39,248,214
11_bis_unter_12,52,43,195,226
12_bis_unter_13,54,32,238,239
13_bis_unter_14,65,50,218,211
14_bis_unter_15,51,47,247,223
15_bis_unter_16,50,39,235,246
16_bis_unter_17,52,50,285,256
17_bis_unter_18,56,40,334,301
18_bis_unter_19,65,50,397,364
19_bis_unter_20,50,44,464,519
20_bis_unter_21,77,83,604,696
21_bis_unter_22,96,76,759,817
22_bis_unter_23,81,87,882,844
23_bis_unter_24,98,87,1054,853
24_bis_unter_25,106,75,1061,901
25_bis_unter_26,113,83,1090,900
26_bis_unter_27,90,78,959,780
27_bis_unter_28,118,88,882,717
28_bis_unter_29,98,82,812,648
29_bis_unter_30,92,75,716,595
30_bis_unter_31,91,70,655,532
31_bis_unter_32,110,65,604,534
32_bis_unter_33,96,79,530,461
33_bis_unter_34,85,70,444,460
34_bis_unter_35,87,61,463,452
35_bis_unter_36,68,89,424,406
36_bis_unter_37,68,80,448,393
37_bis_unter_38,63,56,409,419
38_bis_unter_39,79,66,402,361
39_bis_unter_40,82,67,384,390
40_bis_unter_41,95,70,375,405
41_bis_unter_42,82,87,354,337
42_bis_unter_43,75,67,321,353
43_bis_unter_44,61,57,299,334
44_bis_unter_45,74,45,431,436
45_bis_unter_46,69,61,446,487
46_bis_unter_47,83,56,449,444
47_bis_unter_48,66,39,504,514
48_bis_unter_49,48,43,517,533
49_bis_unter_50,72,36,532,588
50_bis_unter_51,49,36,491,505
51_bis_unter_52,56,33,461,483
52_bis_unter_53,48,34,458,432
53_bis_unter_54,39,30,406,503
54_bis_unter_55,46,25,428,422
55_bis_unter_56,47,20,317,359
56_bis_unter_57,37,34,325,334
57_bis_unter_58,22,20,322,317
58_bis_unter_59,33,25,346,358
59_bis_unter_60,29,17,333,310
60_bis_unter_61,30,16,300,379
61_bis_unter_62,23,27,282,403
62_bis_unter_63,24,21,274,370
63_bis_unter_64,16,10,288,418
64_bis_unter_65,10,13,242,381
65_bis_unter_66,20,10,236,414
66_bis_unter_67,12,15,234,439
67_bis_unter_68,16,10,285,477
68_bis_unter_69,8,12,258,502
69_bis_unter_70,9,9,176,357
70_bis_unter_71,3,9,126,227
71_bis_unter_72,8,4,109,230
72_bis_unter_73,5,6,143,222
73_bis_unter_74,6,6,175,315
74_bis_unter_75,4,7,205,415
75_bis_unter_76,6,8,210,433
76_bis_unter_77,7,4,188,413
77_bis_unter_78,4,6,165,412
78_bis_unter_79,3,5,172,347
79_bis_unter_80,2,2,162,373
80_bis_unter_81,4,7,157,332
81_bis_unter_82,4,1,120,295
82_bis_unter_83,1,2,106,258
83_bis_unter_84,,2,90,239
84_bis_unter_85,3,5,86,208
85_bis_unter_86,2,3,57,196
86_bis_unter_87,2,6,48,182
87_bis_unter_88,,1,52,127
88_bis_unter_89,,4,30,95
89_bis_unter_90,,,18,103
90_bis_unter_91,1,1,18,71
91_bis_unter_92,,4,16,44
92_bis_unter_93,1,,7,33
93_bis_unter_94,,1,8,26
94_bis_unter_95,,,6,14
95_bis_unter_96,1,,1,19
96_bis_unter_97,,,3,12
97_bis_unter_98,,,1,7
98_bis_unter_99,,,,1
99_bis_unter_100,,,1,3
100_bis_unter_101,,,,2
101_bis_unter_102,,,,
102_bis_unter_103,,,,
103_bis_unter_104,,,,
104,,,,
105,,,,
106,,,,
