alter,maenner_nichtdeutsch,frauen_nichtdeutsch,maenner_deutsch,frauen_deutsch
0_bis_unter_1,63,60,308,325
1_bis_unter_2,64,52,300,322
2_bis_unter_3,50,50,338,293
3_bis_unter_4,59,44,310,344
4_bis_unter_5,39,35,321,311
5_bis_unter_6,35,31,303,291
6_bis_unter_7,34,40,289,295
7_bis_unter_8,40,41,299,279
8_bis_unter_9,42,32,273,291
9_bis_unter_10,35,35,319,289
10_bis_unter_11,37,40,294,294
11_bis_unter_12,28,32,287,282
12_bis_unter_13,41,42,288,305
13_bis_unter_14,37,36,291,258
14_bis_unter_15,40,34,297,296
15_bis_unter_16,41,28,301,289
16_bis_unter_17,55,32,309,274
17_bis_unter_18,35,30,317,272
18_bis_unter_19,57,60,340,457
19_bis_unter_20,67,96,622,698
20_bis_unter_21,135,134,766,894
21_bis_unter_22,170,167,863,978
22_bis_unter_23,186,168,923,1000
23_bis_unter_24,176,173,823,904
24_bis_unter_25,162,167,846,839
25_bis_unter_26,202,182,760,713
26_bis_unter_27,198,171,643,624
27_bis_unter_28,174,170,642,544
28_bis_unter_29,196,170,555,528
29_bis_unter_30,191,163,592,478
30_bis_unter_31,181,159,506,487
31_bis_unter_32,193,148,504,483
32_bis_unter_33,171,148,456,450
33_bis_unter_34,169,144,409,461
34_bis_unter_35,134,137,441,432
35_bis_unter_36,137,116,418,426
36_bis_unter_37,127,123,387,401
37_bis_unter_38,114,119,364,415
38_bis_unter_39,129,123,395,411
39_bis_unter_40,114,119,354,380
40_bis_unter_41,129,119,310,348
41_bis_unter_42,99,112,314,329
42_bis_unter_43,96,103,290,335
43_bis_unter_44,103,111,328,349
44_bis_unter_45,103,100,323,359
45_bis_unter_46,93,104,356,344
46_bis_unter_47,123,121,294,362
47_bis_unter_48,104,102,341,331
48_bis_unter_49,79,98,369,391
49_bis_unter_50,103,110,430,442
50_bis_unter_51,97,111,414,494
51_bis_unter_52,84,113,471,516
52_bis_unter_53,86,83,527,569
53_bis_unter_54,97,97,508,555
54_bis_unter_55,92,81,524,542
55_bis_unter_56,76,73,536,598
56_bis_unter_57,76,68,521,562
57_bis_unter_58,71,65,480,539
58_bis_unter_59,70,48,477,542
59_bis_unter_60,68,66,443,459
60_bis_unter_61,57,43,422,504
61_bis_unter_62,37,66,404,398
62_bis_unter_63,65,56,414,443
63_bis_unter_64,45,55,361,413
64_bis_unter_65,58,56,309,403
65_bis_unter_66,49,38,325,381
66_bis_unter_67,33,56,306,380
67_bis_unter_68,47,57,331,358
68_bis_unter_69,37,36,308,371
69_bis_unter_70,43,56,329,358
70_bis_unter_71,42,41,292,333
71_bis_unter_72,49,46,276,349
72_bis_unter_73,49,53,264,304
73_bis_unter_74,31,44,231,274
74_bis_unter_75,34,41,185,291
75_bis_unter_76,43,29,269,363
76_bis_unter_77,22,37,301,422
77_bis_unter_78,35,25,296,377
78_bis_unter_79,30,27,310,427
79_bis_unter_80,21,26,317,417
80_bis_unter_81,31,20,304,433
81_bis_unter_82,14,23,269,377
82_bis_unter_83,13,23,242,343
83_bis_unter_84,12,14,203,298
84_bis_unter_85,6,8,192,328
85_bis_unter_86,15,5,165,242
86_bis_unter_87,3,7,105,207
87_bis_unter_88,4,15,95,154
88_bis_unter_89,3,7,78,129
89_bis_unter_90,2,6,79,144
90_bis_unter_91,2,6,63,97
91_bis_unter_92,3,3,48,119
92_bis_unter_93,,6,31,89
93_bis_unter_94,3,,22,68
94_bis_unter_95,1,3,25,76
95_bis_unter_96,1,,8,44
96_bis_unter_97,1,2,11,39
97_bis_unter_98,,,5,19
98_bis_unter_99,,,4,14
99_bis_unter_100,,,4,14
100_bis_unter_101,,,1,10
101_bis_unter_102,,,,5
102_bis_unter_103,,,,5
103_bis_unter_104,,,,2
104,,,,1
105,,,,1
