alter,maenner_nichtdeutsch,frauen_nichtdeutsch,maenner_deutsch,frauen_deutsch
0_bis_unter_1,36,24,344,339
1_bis_unter_2,24,18,302,311
2_bis_unter_3,36,28,284,306
3_bis_unter_4,31,26,312,272
4_bis_unter_5,28,23,275,301
5_bis_unter_6,26,23,319,299
6_bis_unter_7,38,26,306,306
7_bis_unter_8,24,23,288,292
8_bis_unter_9,28,27,297,300
9_bis_unter_10,29,29,294,251
10_bis_unter_11,30,23,306,300
11_bis_unter_12,29,26,305,294
12_bis_unter_13,33,37,305,274
13_bis_unter_14,21,24,309,275
14_bis_unter_15,27,39,268,304
15_bis_unter_16,20,32,322,296
16_bis_unter_17,51,46,305,263
17_bis_unter_18,50,49,307,327
18_bis_unter_19,79,53,384,473
19_bis_unter_20,90,109,548,706
20_bis_unter_21,137,166,795,902
21_bis_unter_22,148,187,864,903
22_bis_unter_23,170,149,858,912
23_bis_unter_24,154,165,884,847
24_bis_unter_25,168,164,787,805
25_bis_unter_26,169,167,831,698
26_bis_unter_27,170,157,769,666
27_bis_unter_28,190,162,648,650
28_bis_unter_29,166,125,569,543
29_bis_unter_30,143,133,516,504
30_bis_unter_31,125,137,497,510
31_bis_unter_32,139,122,464,489
32_bis_unter_33,132,124,466,441
33_bis_unter_34,120,118,396,477
34_bis_unter_35,112,124,462,432
35_bis_unter_36,112,123,365,384
36_bis_unter_37,102,109,339,362
37_bis_unter_38,110,119,351,317
38_bis_unter_39,118,103,300,340
39_bis_unter_40,110,100,317,349
40_bis_unter_41,118,91,334,355
41_bis_unter_42,106,107,354,347
42_bis_unter_43,107,111,305,353
43_bis_unter_44,92,98,337,333
44_bis_unter_45,89,96,373,394
45_bis_unter_46,108,101,440,451
46_bis_unter_47,103,96,425,499
47_bis_unter_48,75,108,486,534
48_bis_unter_49,97,91,534,570
49_bis_unter_50,101,86,529,567
50_bis_unter_51,93,76,541,534
51_bis_unter_52,77,78,559,599
52_bis_unter_53,72,64,531,575
53_bis_unter_54,73,66,493,548
54_bis_unter_55,61,50,500,536
55_bis_unter_56,57,63,461,465
56_bis_unter_57,62,46,433,501
57_bis_unter_58,47,64,419,413
58_bis_unter_59,64,55,423,454
59_bis_unter_60,55,58,374,411
60_bis_unter_61,58,60,317,408
61_bis_unter_62,52,37,328,389
62_bis_unter_63,33,56,317,390
63_bis_unter_64,47,61,347,361
64_bis_unter_65,45,39,318,380
65_bis_unter_66,48,62,342,361
66_bis_unter_67,44,49,298,351
67_bis_unter_68,53,50,291,368
68_bis_unter_69,50,60,286,310
69_bis_unter_70,41,44,249,297
70_bis_unter_71,34,38,209,294
71_bis_unter_72,46,27,305,387
72_bis_unter_73,28,41,337,426
73_bis_unter_74,37,34,330,397
74_bis_unter_75,37,27,353,451
75_bis_unter_76,21,30,363,441
76_bis_unter_77,35,29,345,470
77_bis_unter_78,19,23,318,423
78_bis_unter_79,25,31,298,388
79_bis_unter_80,22,19,252,335
80_bis_unter_81,15,16,235,390
81_bis_unter_82,19,9,228,286
82_bis_unter_83,4,10,152,263
83_bis_unter_84,6,17,139,207
84_bis_unter_85,5,7,137,180
85_bis_unter_86,7,10,125,212
86_bis_unter_87,5,8,116,159
87_bis_unter_88,4,6,89,176
88_bis_unter_89,1,5,78,162
89_bis_unter_90,4,4,54,126
90_bis_unter_91,1,7,55,138
91_bis_unter_92,1,2,32,100
92_bis_unter_93,,4,24,101
93_bis_unter_94,3,,26,72
94_bis_unter_95,,3,14,61
95_bis_unter_96,,,13,49
96_bis_unter_97,,1,6,32
97_bis_unter_98,1,1,,17
98_bis_unter_99,,,2,13
99_bis_unter_100,,,,3
100_bis_unter_101,,,,2
101_bis_unter_102,,,,4
102_bis_unter_103,,,2,5
103_bis_unter_104,,,,2
104,,,,
105,,,,
106,,,,1
