alter,maenner_nichtdeutsch,frauen_nichtdeutsch,maenner_deutsch,frauen_deutsch
0_bis_unter_1,53,38,318,345
1_bis_unter_2,36,32,340,333
2_bis_unter_3,26,26,300,304
3_bis_unter_4,34,32,287,301
4_bis_unter_5,35,27,309,264
5_bis_unter_6,35,24,283,304
6_bis_unter_7,32,25,317,298
7_bis_unter_8,38,32,299,300
8_bis_unter_9,26,28,285,292
9_bis_unter_10,37,34,292,299
10_bis_unter_11,35,32,291,259
11_bis_unter_12,37,28,310,295
12_bis_unter_13,36,25,307,292
13_bis_unter_14,42,35,306,274
14_bis_unter_15,27,27,309,273
15_bis_unter_16,39,46,269,306
16_bis_unter_17,29,34,322,303
17_bis_unter_18,70,46,309,276
18_bis_unter_19,80,64,393,432
19_bis_unter_20,123,96,625,801
20_bis_unter_21,155,190,737,935
21_bis_unter_22,169,177,868,932
22_bis_unter_23,180,180,883,878
23_bis_unter_24,190,162,884,881
24_bis_unter_25,170,167,880,789
25_bis_unter_26,187,173,746,744
26_bis_unter_27,192,161,757,632
27_bis_unter_28,165,146,666,607
28_bis_unter_29,186,162,603,585
29_bis_unter_30,170,125,539,515
30_bis_unter_31,157,145,480,490
31_bis_unter_32,143,139,480,471
32_bis_unter_33,139,133,449,465
33_bis_unter_34,131,121,438,423
34_bis_unter_35,124,127,393,456
35_bis_unter_36,132,124,448,422
36_bis_unter_37,112,118,362,387
37_bis_unter_38,116,113,326,363
38_bis_unter_39,116,110,339,323
39_bis_unter_40,117,108,286,332
40_bis_unter_41,111,108,327,345
41_bis_unter_42,111,92,331,356
42_bis_unter_43,88,106,348,350
43_bis_unter_44,108,114,295,365
44_bis_unter_45,90,102,338,332
45_bis_unter_46,89,96,370,403
46_bis_unter_47,105,109,435,451
47_bis_unter_48,101,99,419,501
48_bis_unter_49,79,109,492,519
49_bis_unter_50,93,89,537,566
50_bis_unter_51,111,91,531,561
51_bis_unter_52,93,77,542,542
52_bis_unter_53,71,77,555,598
53_bis_unter_54,76,69,537,574
54_bis_unter_55,74,61,494,546
55_bis_unter_56,65,56,492,534
56_bis_unter_57,62,70,463,467
57_bis_unter_58,65,47,429,506
58_bis_unter_59,46,63,417,411
59_bis_unter_60,68,53,425,454
60_bis_unter_61,53,58,368,413
61_bis_unter_62,58,60,315,410
62_bis_unter_63,52,38,328,391
63_bis_unter_64,33,56,313,387
64_bis_unter_65,45,64,339,363
65_bis_unter_66,44,38,314,383
66_bis_unter_67,49,56,337,361
67_bis_unter_68,43,48,300,349
68_bis_unter_69,52,53,286,362
69_bis_unter_70,48,59,279,311
70_bis_unter_71,44,45,251,292
71_bis_unter_72,36,38,200,298
72_bis_unter_73,43,27,298,385
73_bis_unter_74,27,41,330,430
74_bis_unter_75,37,32,322,391
75_bis_unter_76,34,28,340,440
76_bis_unter_77,22,30,355,435
77_bis_unter_78,34,28,335,467
78_bis_unter_79,19,23,310,413
79_bis_unter_80,24,29,286,376
80_bis_unter_81,20,18,240,325
81_bis_unter_82,11,16,229,380
82_bis_unter_83,17,7,224,283
83_bis_unter_84,4,10,143,256
84_bis_unter_85,7,16,126,194
85_bis_unter_86,5,6,125,168
86_bis_unter_87,5,10,115,192
87_bis_unter_88,5,6,107,145
88_bis_unter_89,3,6,75,166
89_bis_unter_90,1,4,70,136
90_bis_unter_91,4,4,47,105
91_bis_unter_92,1,6,44,129
92_bis_unter_93,1,,21,77
93_bis_unter_94,1,4,19,83
94_bis_unter_95,2,,21,54
95_bis_unter_96,,2,13,45
96_bis_unter_97,,,11,39
97_bis_unter_98,,,4,19
98_bis_unter_99,,,,13
99_bis_unter_100,,,2,8
100_bis_unter_101,,,,2
101_bis_unter_102,,,,2
102_bis_unter_103,,,,2
103_bis_unter_104,,,1,2
104,,,,1
105,,,,
