alter,maenner_nichtdeutsch,frauen_nichtdeutsch,maenner_deutsch,frauen_deutsch
0_bis_unter_1,22,31,316,265
1_bis_unter_2,20,15,336,320
2_bis_unter_3,20,24,250,309
3_bis_unter_4,29,23,328,293
4_bis_unter_5,49,49,292,266
5_bis_unter_6,38,48,313,305
6_bis_unter_7,51,38,293,308
7_bis_unter_8,31,49,288,282
8_bis_unter_9,41,42,318,271
9_bis_unter_10,43,42,268,260
10_bis_unter_11,48,30,273,264
11_bis_unter_12,41,41,310,283
12_bis_unter_13,49,46,304,274
13_bis_unter_14,34,48,307,275
14_bis_unter_15,64,46,303,331
15_bis_unter_16,44,40,320,287
16_bis_unter_17,38,40,298,279
17_bis_unter_18,42,45,268,315
18_bis_unter_19,45,49,276,291
19_bis_unter_20,76,72,349,479
20_bis_unter_21,105,133,560,747
21_bis_unter_22,120,190,760,949
22_bis_unter_23,153,192,895,844
23_bis_unter_24,154,193,829,763
24_bis_unter_25,146,181,706,728
25_bis_unter_26,133,165,741,629
26_bis_unter_27,137,172,613,546
27_bis_unter_28,144,149,577,495
28_bis_unter_29,160,147,526,440
29_bis_unter_30,132,137,487,432
30_bis_unter_31,136,130,444,404
31_bis_unter_32,131,113,445,385
32_bis_unter_33,138,118,469,433
33_bis_unter_34,136,121,544,480
34_bis_unter_35,120,125,514,557
35_bis_unter_36,90,110,623,590
36_bis_unter_37,103,112,617,583
37_bis_unter_38,114,93,626,631
38_bis_unter_39,86,84,618,569
39_bis_unter_40,84,81,622,638
40_bis_unter_41,83,66,636,611
41_bis_unter_42,76,67,589,586
42_bis_unter_43,77,54,600,549
43_bis_unter_44,63,62,530,521
44_bis_unter_45,67,58,516,542
45_bis_unter_46,51,63,490,458
46_bis_unter_47,72,59,457,484
47_bis_unter_48,63,75,445,429
48_bis_unter_49,65,72,370,437
49_bis_unter_50,55,43,391,438
50_bis_unter_51,40,65,376,409
51_bis_unter_52,54,72,411,385
52_bis_unter_53,57,46,366,404
53_bis_unter_54,52,77,396,381
54_bis_unter_55,55,48,363,360
55_bis_unter_56,67,51,344,392
56_bis_unter_57,62,81,321,329
57_bis_unter_58,58,49,306,342
58_bis_unter_59,46,50,263,320
59_bis_unter_60,59,34,383,409
60_bis_unter_61,42,52,402,463
61_bis_unter_62,56,41,412,428
62_bis_unter_63,58,34,451,491
63_bis_unter_64,38,35,450,514
64_bis_unter_65,55,33,454,549
65_bis_unter_66,36,34,432,497
66_bis_unter_67,39,28,385,445
67_bis_unter_68,36,25,375,421
68_bis_unter_69,25,32,343,451
69_bis_unter_70,31,13,346,375
70_bis_unter_71,20,18,268,332
71_bis_unter_72,20,26,251,311
72_bis_unter_73,17,16,256,282
73_bis_unter_74,16,12,246,308
74_bis_unter_75,17,15,245,268
75_bis_unter_76,9,13,197,318
76_bis_unter_77,8,16,172,345
77_bis_unter_78,13,14,170,301
78_bis_unter_79,5,8,182,344
79_bis_unter_80,5,5,136,279
80_bis_unter_81,8,6,119,304
81_bis_unter_82,6,7,137,299
82_bis_unter_83,6,5,122,320
83_bis_unter_84,1,5,111,321
84_bis_unter_85,2,6,77,226
85_bis_unter_86,3,5,52,115
86_bis_unter_87,4,2,45,116
87_bis_unter_88,1,,42,90
88_bis_unter_89,,3,42,133
89_bis_unter_90,3,2,33,146
90_bis_unter_91,1,3,45,138
91_bis_unter_92,1,1,35,110
92_bis_unter_93,,2,15,94
93_bis_unter_94,2,1,12,57
94_bis_unter_95,1,1,14,45
95_bis_unter_96,,,7,33
96_bis_unter_97,,,3,23
97_bis_unter_98,,,3,15
98_bis_unter_99,,,2,11
99_bis_unter_100,,,,8
100_bis_unter_101,,,,4
101_bis_unter_102,,,,3
102_bis_unter_103,,,,
103_bis_unter_104,,,,
104,,,,
105,,,,
106,,,,
