alter,maenner_nichtdeutsch,frauen_nichtdeutsch,maenner_deutsch,frauen_deutsch
0_bis_unter_1,17,18,306,319
1_bis_unter_2,21,17,302,307
2_bis_unter_3,19,26,305,275
3_bis_unter_4,16,14,339,289
4_bis_unter_5,16,27,267,312
5_bis_unter_6,24,25,317,297
6_bis_unter_7,47,46,292,271
7_bis_unter_8,36,44,311,312
8_bis_unter_9,45,38,304,315
9_bis_unter_10,25,49,275,285
10_bis_unter_11,44,37,324,276
11_bis_unter_12,42,42,270,273
12_bis_unter_13,46,30,273,271
13_bis_unter_14,34,43,310,285
14_bis_unter_15,42,47,301,273
15_bis_unter_16,37,48,313,282
16_bis_unter_17,60,44,313,331
17_bis_unter_18,44,44,317,293
18_bis_unter_19,38,42,304,296
19_bis_unter_20,55,69,361,482
20_bis_unter_21,70,125,520,748
21_bis_unter_22,118,156,788,929
22_bis_unter_23,129,179,878,878
23_bis_unter_24,123,174,842,932
24_bis_unter_25,156,199,913,842
25_bis_unter_26,127,185,828,712
26_bis_unter_27,126,161,691,591
27_bis_unter_28,104,145,605,529
28_bis_unter_29,109,141,510,462
29_bis_unter_30,131,138,491,431
30_bis_unter_31,137,134,452,378
31_bis_unter_32,117,127,425,397
32_bis_unter_33,122,111,434,378
33_bis_unter_34,116,105,442,379
34_bis_unter_35,110,98,446,427
35_bis_unter_36,110,105,525,481
36_bis_unter_37,106,111,505,545
37_bis_unter_38,81,107,596,575
38_bis_unter_39,90,95,598,587
39_bis_unter_40,93,92,595,620
40_bis_unter_41,86,78,604,559
41_bis_unter_42,69,73,629,635
42_bis_unter_43,76,61,628,618
43_bis_unter_44,75,58,571,586
44_bis_unter_45,68,52,597,553
45_bis_unter_46,59,57,515,527
46_bis_unter_47,64,52,508,539
47_bis_unter_48,48,61,493,460
48_bis_unter_49,62,56,465,481
49_bis_unter_50,59,70,432,421
50_bis_unter_51,54,69,367,430
51_bis_unter_52,50,45,377,433
52_bis_unter_53,40,65,373,418
53_bis_unter_54,50,75,402,379
54_bis_unter_55,53,40,372,401
55_bis_unter_56,52,74,386,376
56_bis_unter_57,54,51,360,361
57_bis_unter_58,67,51,338,396
58_bis_unter_59,62,76,324,330
59_bis_unter_60,57,50,298,327
60_bis_unter_61,44,45,259,315
61_bis_unter_62,50,35,372,402
62_bis_unter_63,41,50,397,456
63_bis_unter_64,49,41,396,432
64_bis_unter_65,51,35,441,485
65_bis_unter_66,35,32,447,510
66_bis_unter_67,50,33,443,540
67_bis_unter_68,33,33,426,487
68_bis_unter_69,37,28,372,435
69_bis_unter_70,30,25,357,413
70_bis_unter_71,26,31,325,439
71_bis_unter_72,29,12,331,366
72_bis_unter_73,14,17,253,328
73_bis_unter_74,17,22,236,300
74_bis_unter_75,12,15,241,270
75_bis_unter_76,15,11,231,298
76_bis_unter_77,17,13,225,260
77_bis_unter_78,8,11,178,304
78_bis_unter_79,6,12,157,321
79_bis_unter_80,13,13,161,277
80_bis_unter_81,4,5,162,328
81_bis_unter_82,4,5,121,266
82_bis_unter_83,5,7,102,279
83_bis_unter_84,5,4,125,273
84_bis_unter_85,4,4,97,291
85_bis_unter_86,1,5,91,280
86_bis_unter_87,1,2,65,186
87_bis_unter_88,3,3,39,98
88_bis_unter_89,3,3,32,93
89_bis_unter_90,1,,35,66
90_bis_unter_91,,2,27,95
91_bis_unter_92,2,1,21,106
92_bis_unter_93,,1,32,99
93_bis_unter_94,,,17,79
94_bis_unter_95,,,11,63
95_bis_unter_96,1,1,6,32
96_bis_unter_97,,,9,21
97_bis_unter_98,,,3,18
98_bis_unter_99,,,,11
99_bis_unter_100,,,1,8
100_bis_unter_101,,,,7
101_bis_unter_102,,,,4
102_bis_unter_103,,,,2
103_bis_unter_104,,1,,1
104,,,,
105,,,,
106,,,,
