alter,maenner_nichtdeutsch,frauen_nichtdeutsch,maenner_deutsch,frauen_deutsch
0_bis_unter_1,60,58,302,269
1_bis_unter_2,63,49,273,278
2_bis_unter_3,48,61,306,288
3_bis_unter_4,63,59,286,257
4_bis_unter_5,53,61,290,270
5_bis_unter_6,77,63,282,282
6_bis_unter_7,55,52,305,276
7_bis_unter_8,50,48,272,263
8_bis_unter_9,40,50,248,290
9_bis_unter_10,43,50,250,258
10_bis_unter_11,56,49,247,265
11_bis_unter_12,55,47,249,248
12_bis_unter_13,52,49,244,259
13_bis_unter_14,59,55,261,236
14_bis_unter_15,47,52,255,211
15_bis_unter_16,42,41,206,251
16_bis_unter_17,55,45,267,224
17_bis_unter_18,59,51,210,255
18_bis_unter_19,84,63,262,272
19_bis_unter_20,95,83,269,357
20_bis_unter_21,115,125,414,476
21_bis_unter_22,131,135,539,541
22_bis_unter_23,150,160,668,574
23_bis_unter_24,159,149,809,623
24_bis_unter_25,187,128,903,738
25_bis_unter_26,156,156,963,779
26_bis_unter_27,130,118,998,804
27_bis_unter_28,156,121,934,798
28_bis_unter_29,144,125,872,759
29_bis_unter_30,144,115,864,705
30_bis_unter_31,136,112,798,733
31_bis_unter_32,119,89,796,684
32_bis_unter_33,125,78,679,635
33_bis_unter_34,124,68,661,590
34_bis_unter_35,105,79,599,563
35_bis_unter_36,78,81,589,535
36_bis_unter_37,76,72,509,461
37_bis_unter_38,99,74,515,510
38_bis_unter_39,92,73,463,425
39_bis_unter_40,83,67,385,416
40_bis_unter_41,77,65,406,416
41_bis_unter_42,66,76,400,396
42_bis_unter_43,82,76,426,379
43_bis_unter_44,68,55,373,401
44_bis_unter_45,66,76,417,358
45_bis_unter_46,77,71,358,372
46_bis_unter_47,90,61,352,382
47_bis_unter_48,85,87,342,333
48_bis_unter_49,66,65,296,348
49_bis_unter_50,51,58,283,320
50_bis_unter_51,70,39,405,417
51_bis_unter_52,66,58,431,474
52_bis_unter_53,67,52,441,446
53_bis_unter_54,63,37,476,507
54_bis_unter_55,46,40,495,523
55_bis_unter_56,65,45,515,576
56_bis_unter_57,46,34,473,506
57_bis_unter_58,46,31,431,458
58_bis_unter_59,40,33,425,428
59_bis_unter_60,33,34,379,480
60_bis_unter_61,43,24,403,409
61_bis_unter_62,42,21,306,348
62_bis_unter_63,28,29,305,321
63_bis_unter_64,24,20,299,303
64_bis_unter_65,28,19,305,340
65_bis_unter_66,24,15,306,289
66_bis_unter_67,21,16,262,346
67_bis_unter_68,16,19,246,387
68_bis_unter_69,18,20,247,350
69_bis_unter_70,14,10,250,411
70_bis_unter_71,7,11,206,352
71_bis_unter_72,16,7,193,379
72_bis_unter_73,8,12,204,413
73_bis_unter_74,12,12,223,437
74_bis_unter_75,5,9,204,446
75_bis_unter_76,4,9,139,328
76_bis_unter_77,3,7,96,203
77_bis_unter_78,6,3,81,197
78_bis_unter_79,3,10,101,181
79_bis_unter_80,2,6,129,256
80_bis_unter_81,3,6,137,335
81_bis_unter_82,3,6,147,342
82_bis_unter_83,6,5,120,316
83_bis_unter_84,2,4,106,287
84_bis_unter_85,5,5,95,246
85_bis_unter_86,1,1,95,249
86_bis_unter_87,,4,74,222
87_bis_unter_88,2,1,57,167
88_bis_unter_89,1,2,44,150
89_bis_unter_90,,3,35,132
90_bis_unter_91,,1,34,91
91_bis_unter_92,,1,18,83
92_bis_unter_93,,5,10,77
93_bis_unter_94,,,9,43
94_bis_unter_95,,,4,20
95_bis_unter_96,,,4,30
96_bis_unter_97,1,1,2,17
97_bis_unter_98,,3,3,9
98_bis_unter_99,,,3,9
99_bis_unter_100,,,,2
100_bis_unter_101,,,,
101_bis_unter_102,,,,1
102_bis_unter_103,,,,
103_bis_unter_104,,,,1
104,,,,
105,,,,
106,,,,
