alter,maenner_nichtdeutsch,frauen_nichtdeutsch,maenner_deutsch,frauen_deutsch
0_bis_unter_1,27,18,340,315
1_bis_unter_2,24,27,256,300
2_bis_unter_3,31,25,317,295
3_bis_unter_4,52,46,294,270
4_bis_unter_5,39,48,316,302
5_bis_unter_6,51,37,290,312
6_bis_unter_7,31,48,287,275
7_bis_unter_8,41,42,312,275
8_bis_unter_9,45,46,273,261
9_bis_unter_10,47,32,269,263
10_bis_unter_11,44,39,311,283
11_bis_unter_12,52,47,306,270
12_bis_unter_13,41,49,304,278
13_bis_unter_14,63,49,296,327
14_bis_unter_15,48,45,320,286
15_bis_unter_16,37,40,295,275
16_bis_unter_17,39,42,267,307
17_bis_unter_18,38,48,274,278
18_bis_unter_19,61,47,278,323
19_bis_unter_20,79,85,325,453
20_bis_unter_21,107,129,470,776
21_bis_unter_22,142,173,768,836
22_bis_unter_23,140,195,811,785
23_bis_unter_24,153,176,689,701
24_bis_unter_25,143,157,744,658
25_bis_unter_26,148,172,680,598
26_bis_unter_27,146,166,666,553
27_bis_unter_28,162,141,585,486
28_bis_unter_29,145,136,543,439
29_bis_unter_30,133,134,475,408
30_bis_unter_31,135,127,469,401
31_bis_unter_32,149,126,498,447
32_bis_unter_33,150,119,560,499
33_bis_unter_34,131,133,530,548
34_bis_unter_35,98,104,628,602
35_bis_unter_36,106,113,615,591
36_bis_unter_37,125,102,626,628
37_bis_unter_38,95,81,642,592
38_bis_unter_39,90,87,627,641
39_bis_unter_40,83,70,649,627
40_bis_unter_41,81,66,577,590
41_bis_unter_42,88,56,606,560
42_bis_unter_43,71,63,529,521
43_bis_unter_44,71,54,514,540
44_bis_unter_45,57,69,495,457
45_bis_unter_46,73,56,459,492
46_bis_unter_47,64,73,451,431
47_bis_unter_48,80,75,365,444
48_bis_unter_49,64,45,393,435
49_bis_unter_50,40,67,384,401
50_bis_unter_51,61,74,415,388
51_bis_unter_52,59,43,370,397
52_bis_unter_53,54,78,402,387
53_bis_unter_54,57,52,365,366
54_bis_unter_55,69,53,346,388
55_bis_unter_56,64,74,329,331
56_bis_unter_57,61,50,303,345
57_bis_unter_58,45,50,270,324
58_bis_unter_59,60,35,385,411
59_bis_unter_60,45,53,413,468
60_bis_unter_61,54,43,417,434
61_bis_unter_62,60,32,450,495
62_bis_unter_63,41,36,458,512
63_bis_unter_64,58,35,472,553
64_bis_unter_65,37,34,435,498
65_bis_unter_66,38,29,388,450
66_bis_unter_67,36,25,374,420
67_bis_unter_68,26,31,354,457
68_bis_unter_69,32,15,356,378
69_bis_unter_70,23,19,267,332
70_bis_unter_71,19,26,258,316
71_bis_unter_72,18,15,262,285
72_bis_unter_73,16,15,261,315
73_bis_unter_74,19,16,249,268
74_bis_unter_75,10,11,202,318
75_bis_unter_76,9,17,184,350
76_bis_unter_77,14,14,186,304
77_bis_unter_78,6,7,191,354
78_bis_unter_79,5,6,143,285
79_bis_unter_80,8,6,128,320
80_bis_unter_81,6,7,143,315
81_bis_unter_82,5,6,139,336
82_bis_unter_83,2,6,122,339
83_bis_unter_84,2,6,83,242
84_bis_unter_85,4,6,59,126
85_bis_unter_86,3,2,49,129
86_bis_unter_87,1,1,47,102
87_bis_unter_88,,3,46,145
88_bis_unter_89,3,2,46,167
89_bis_unter_90,2,2,52,156
90_bis_unter_91,1,1,42,130
91_bis_unter_92,,2,24,112
92_bis_unter_93,2,1,22,75
93_bis_unter_94,1,1,16,62
94_bis_unter_95,,,10,45
95_bis_unter_96,,,6,29
96_bis_unter_97,,,3,22
97_bis_unter_98,,,2,16
98_bis_unter_99,,,,10
99_bis_unter_100,,,,8
100_bis_unter_101,,,,3
101_bis_unter_102,,,,2
102_bis_unter_103,,,,
103_bis_unter_104,,,,1
104,,,,
105,,,,
106,,,,
107,,,,1
