alter,maenner_nichtdeutsch,frauen_nichtdeutsch,maenner_deutsch,frauen_deutsch
0_bis_unter_1,50,54,273,279
1_bis_unter_2,48,69,313,295
2_bis_unter_3,61,61,286,269
3_bis_unter_4,57,63,295,283
4_bis_unter_5,73,62,292,284
5_bis_unter_6,55,56,307,277
6_bis_unter_7,53,46,272,267
7_bis_unter_8,40,55,252,283
8_bis_unter_9,46,49,251,257
9_bis_unter_10,55,51,247,264
10_bis_unter_11,58,46,247,243
11_bis_unter_12,52,50,239,256
12_bis_unter_13,56,55,258,238
13_bis_unter_14,52,50,246,212
14_bis_unter_15,40,42,194,250
15_bis_unter_16,54,41,264,219
16_bis_unter_17,56,49,209,245
17_bis_unter_18,77,53,261,264
18_bis_unter_19,83,66,246,239
19_bis_unter_20,97,88,306,345
20_bis_unter_21,127,120,378,454
21_bis_unter_22,147,157,573,542
22_bis_unter_23,146,136,741,631
23_bis_unter_24,185,127,831,697
24_bis_unter_25,143,150,984,788
25_bis_unter_26,126,110,1023,820
26_bis_unter_27,152,122,999,835
27_bis_unter_28,132,120,929,815
28_bis_unter_29,141,103,918,724
29_bis_unter_30,131,114,856,743
30_bis_unter_31,110,97,837,719
31_bis_unter_32,122,83,687,656
32_bis_unter_33,123,77,678,600
33_bis_unter_34,101,77,617,567
34_bis_unter_35,83,82,599,538
35_bis_unter_36,83,77,512,472
36_bis_unter_37,100,69,521,507
37_bis_unter_38,96,71,479,427
38_bis_unter_39,84,67,394,428
39_bis_unter_40,75,68,415,422
40_bis_unter_41,63,82,406,392
41_bis_unter_42,78,80,433,380
42_bis_unter_43,65,52,388,401
43_bis_unter_44,71,77,407,349
44_bis_unter_45,79,71,354,374
45_bis_unter_46,87,60,359,387
46_bis_unter_47,80,86,351,336
47_bis_unter_48,64,63,296,351
48_bis_unter_49,54,57,284,322
49_bis_unter_50,69,41,413,429
50_bis_unter_51,64,60,435,469
51_bis_unter_52,71,56,438,445
52_bis_unter_53,62,36,483,509
53_bis_unter_54,46,40,501,524
54_bis_unter_55,71,42,524,578
55_bis_unter_56,47,35,478,507
56_bis_unter_57,51,32,435,465
57_bis_unter_58,41,31,433,428
58_bis_unter_59,35,37,381,487
59_bis_unter_60,40,28,402,412
60_bis_unter_61,43,23,304,352
61_bis_unter_62,29,32,310,321
62_bis_unter_63,25,21,299,313
63_bis_unter_64,29,20,310,348
64_bis_unter_65,28,15,316,294
65_bis_unter_66,21,15,268,349
66_bis_unter_67,17,19,255,389
67_bis_unter_68,19,20,250,348
68_bis_unter_69,12,10,253,413
69_bis_unter_70,9,12,213,359
70_bis_unter_71,14,7,199,386
71_bis_unter_72,8,13,209,423
72_bis_unter_73,13,12,232,453
73_bis_unter_74,6,11,219,458
74_bis_unter_75,5,9,149,337
75_bis_unter_76,3,8,99,207
76_bis_unter_77,5,3,86,202
77_bis_unter_78,2,9,106,188
78_bis_unter_79,3,6,141,269
79_bis_unter_80,4,6,146,353
80_bis_unter_81,3,7,161,365
81_bis_unter_82,5,5,132,341
82_bis_unter_83,2,4,112,317
83_bis_unter_84,5,5,111,266
84_bis_unter_85,1,1,111,270
85_bis_unter_86,,5,86,245
86_bis_unter_87,2,1,67,188
87_bis_unter_88,1,1,55,161
88_bis_unter_89,,3,41,150
89_bis_unter_90,,2,35,102
90_bis_unter_91,,1,24,102
91_bis_unter_92,,5,14,88
92_bis_unter_93,,,16,56
93_bis_unter_94,,,8,30
94_bis_unter_95,,,7,33
95_bis_unter_96,1,1,3,21
96_bis_unter_97,,3,6,12
97_bis_unter_98,,,3,11
98_bis_unter_99,,,,3
99_bis_unter_100,,,,1
100_bis_unter_101,,,,3
101_bis_unter_102,,,,1
102_bis_unter_103,,,,1
103_bis_unter_104,,,,
104,,,,
105,,,,
106,,,,
