alter,maenner_nichtdeutsch,frauen_nichtdeutsch,maenner_deutsch,frauen_deutsch
0_bis_unter_1,24,20,307,307
1_bis_unter_2,27,19,293,301
2_bis_unter_3,24,20,316,277
3_bis_unter_4,20,16,283,302
4_bis_unter_5,22,24,327,307
5_bis_unter_6,26,24,319,315
6_bis_unter_7,21,25,290,284
7_bis_unter_8,23,25,308,299
8_bis_unter_9,23,27,294,256
9_bis_unter_10,24,17,305,302
10_bis_unter_11,21,20,305,304
11_bis_unter_12,26,28,300,274
12_bis_unter_13,23,17,313,268
13_bis_unter_14,22,33,262,307
14_bis_unter_15,16,25,323,293
15_bis_unter_16,47,48,305,266
16_bis_unter_17,42,51,300,317
17_bis_unter_18,48,45,310,340
18_bis_unter_19,36,59,367,411
19_bis_unter_20,81,80,605,666
20_bis_unter_21,108,154,765,841
21_bis_unter_22,160,169,848,959
22_bis_unter_23,131,150,874,899
23_bis_unter_24,156,169,840,887
24_bis_unter_25,144,165,873,798
25_bis_unter_26,151,153,833,752
26_bis_unter_27,154,161,758,724
27_bis_unter_28,143,126,617,590
28_bis_unter_29,134,128,544,523
29_bis_unter_30,113,131,516,518
30_bis_unter_31,128,115,476,492
31_bis_unter_32,124,120,476,453
32_bis_unter_33,111,110,420,477
33_bis_unter_34,104,120,477,442
34_bis_unter_35,107,130,368,378
35_bis_unter_36,103,115,349,358
36_bis_unter_37,94,114,351,338
37_bis_unter_38,111,92,300,355
38_bis_unter_39,105,98,329,356
39_bis_unter_40,111,98,332,350
40_bis_unter_41,100,111,346,341
41_bis_unter_42,95,102,307,354
42_bis_unter_43,82,96,342,327
43_bis_unter_44,86,95,368,402
44_bis_unter_45,100,91,443,446
45_bis_unter_46,99,90,429,505
46_bis_unter_47,71,106,490,535
47_bis_unter_48,92,92,529,575
48_bis_unter_49,91,83,522,570
49_bis_unter_50,88,74,539,538
50_bis_unter_51,80,74,563,598
51_bis_unter_52,72,64,538,567
52_bis_unter_53,69,58,496,555
53_bis_unter_54,61,52,497,532
54_bis_unter_55,55,63,464,463
55_bis_unter_56,61,46,442,500
56_bis_unter_57,47,60,425,418
57_bis_unter_58,62,52,420,459
58_bis_unter_59,53,62,381,414
59_bis_unter_60,53,60,317,413
60_bis_unter_61,54,37,329,387
61_bis_unter_62,36,60,318,392
62_bis_unter_63,43,61,355,362
63_bis_unter_64,42,36,319,376
64_bis_unter_65,48,64,342,365
65_bis_unter_66,49,48,301,352
66_bis_unter_67,55,50,301,368
67_bis_unter_68,51,64,290,310
68_bis_unter_69,42,47,253,299
69_bis_unter_70,37,38,213,294
70_bis_unter_71,45,30,309,387
71_bis_unter_72,27,41,343,437
72_bis_unter_73,39,36,349,397
73_bis_unter_74,37,26,359,455
74_bis_unter_75,24,30,373,453
75_bis_unter_76,40,31,357,481
76_bis_unter_77,20,23,331,427
77_bis_unter_78,24,31,309,400
78_bis_unter_79,23,19,270,350
79_bis_unter_80,16,17,246,400
80_bis_unter_81,20,9,244,298
81_bis_unter_82,5,11,167,276
82_bis_unter_83,6,19,146,217
83_bis_unter_84,6,7,145,189
84_bis_unter_85,8,10,136,223
85_bis_unter_86,8,9,129,176
86_bis_unter_87,3,7,101,185
87_bis_unter_88,1,6,85,180
88_bis_unter_89,4,3,65,144
89_bis_unter_90,2,5,63,161
90_bis_unter_91,1,2,36,120
91_bis_unter_92,1,4,37,115
92_bis_unter_93,3,,39,99
93_bis_unter_94,1,3,19,79
94_bis_unter_95,,1,20,66
95_bis_unter_96,,1,6,42
96_bis_unter_97,1,1,1,24
97_bis_unter_98,,,3,20
98_bis_unter_99,1,,1,11
99_bis_unter_100,,,,8
100_bis_unter_101,,,1,7
101_bis_unter_102,,,2,8
102_bis_unter_103,,,,3
103_bis_unter_104,,,,
104,,,,
105,,,,1
106,,,,1
