alter,maenner_nichtdeutsch,frauen_nichtdeutsch,maenner_deutsch,frauen_deutsch
0_bis_unter_1,30,27,257,288
1_bis_unter_2,30,28,322,296
2_bis_unter_3,51,51,303,276
3_bis_unter_4,43,45,308,300
4_bis_unter_5,52,42,293,311
5_bis_unter_6,33,50,284,276
6_bis_unter_7,40,44,309,275
7_bis_unter_8,50,45,264,262
8_bis_unter_9,49,37,270,265
9_bis_unter_10,44,39,305,283
10_bis_unter_11,51,45,302,272
11_bis_unter_12,41,47,299,274
12_bis_unter_13,64,49,297,323
13_bis_unter_14,46,43,316,281
14_bis_unter_15,37,39,298,271
15_bis_unter_16,34,39,264,302
16_bis_unter_17,29,48,264,267
17_bis_unter_18,58,41,274,309
18_bis_unter_19,61,54,282,279
19_bis_unter_20,76,73,304,470
20_bis_unter_21,106,136,515,711
21_bis_unter_22,121,176,732,768
22_bis_unter_23,130,169,682,705
23_bis_unter_24,144,169,736,678
24_bis_unter_25,150,169,678,606
25_bis_unter_26,147,177,739,628
26_bis_unter_27,153,153,655,510
27_bis_unter_28,159,139,625,462
28_bis_unter_29,137,141,521,437
29_bis_unter_30,137,130,493,428
30_bis_unter_31,159,128,535,447
31_bis_unter_32,156,125,582,511
32_bis_unter_33,145,131,557,576
33_bis_unter_34,105,109,648,599
34_bis_unter_35,112,108,619,591
35_bis_unter_36,130,106,643,652
36_bis_unter_37,100,88,641,591
37_bis_unter_38,93,84,634,649
38_bis_unter_39,91,69,648,621
39_bis_unter_40,86,66,585,598
40_bis_unter_41,76,53,606,569
41_bis_unter_42,79,62,551,521
42_bis_unter_43,69,56,527,540
43_bis_unter_44,54,67,496,460
44_bis_unter_45,70,52,457,495
45_bis_unter_46,63,71,457,432
46_bis_unter_47,70,70,379,446
47_bis_unter_48,65,50,393,430
48_bis_unter_49,42,67,385,404
49_bis_unter_50,57,69,408,388
50_bis_unter_51,56,49,373,398
51_bis_unter_52,56,75,408,381
52_bis_unter_53,60,52,360,364
53_bis_unter_54,69,53,348,386
54_bis_unter_55,69,75,326,328
55_bis_unter_56,60,52,308,344
56_bis_unter_57,47,51,269,324
57_bis_unter_58,61,34,382,411
58_bis_unter_59,44,56,418,470
59_bis_unter_60,58,44,415,433
60_bis_unter_61,60,34,454,493
61_bis_unter_62,39,32,457,515
62_bis_unter_63,57,36,484,551
63_bis_unter_64,41,34,445,497
64_bis_unter_65,39,25,391,446
65_bis_unter_66,36,27,386,416
66_bis_unter_67,27,31,363,465
67_bis_unter_68,29,16,359,379
68_bis_unter_69,27,20,273,336
69_bis_unter_70,18,26,281,316
70_bis_unter_71,18,15,268,288
71_bis_unter_72,18,14,268,314
72_bis_unter_73,19,15,257,272
73_bis_unter_74,11,12,202,324
74_bis_unter_75,10,17,195,350
75_bis_unter_76,14,13,198,310
76_bis_unter_77,7,9,198,357
77_bis_unter_78,7,8,149,293
78_bis_unter_79,9,7,137,324
79_bis_unter_80,6,8,149,334
80_bis_unter_81,6,6,153,352
81_bis_unter_82,3,7,131,347
82_bis_unter_83,3,7,88,254
83_bis_unter_84,3,7,61,141
84_bis_unter_85,4,2,52,140
85_bis_unter_86,1,2,53,110
86_bis_unter_87,,4,51,156
87_bis_unter_88,2,2,51,192
88_bis_unter_89,2,3,65,175
89_bis_unter_90,1,1,48,151
90_bis_unter_91,,1,33,125
91_bis_unter_92,3,1,33,93
92_bis_unter_93,1,1,22,83
93_bis_unter_94,1,1,13,60
94_bis_unter_95,,,7,36
95_bis_unter_96,,,7,27
96_bis_unter_97,,,3,24
97_bis_unter_98,,,1,18
98_bis_unter_99,,,1,13
99_bis_unter_100,,,1,6
100_bis_unter_101,,,,4
101_bis_unter_102,,,,1
102_bis_unter_103,,,,2
103_bis_unter_104,,,,
104,,,1,
105,,,,
106,,,,
107,,,,1
