alter,maenner_nichtdeutsch,frauen_nichtdeutsch,maenner_deutsch,frauen_deutsch
0_bis_unter_1,35,38,264,303
1_bis_unter_2,22,38,252,249
2_bis_unter_3,41,43,264,266
3_bis_unter_4,52,35,259,238
4_bis_unter_5,50,37,225,256
5_bis_unter_6,48,50,231,237
6_bis_unter_7,53,54,232,203
7_bis_unter_8,33,39,202,221
8_bis_unter_9,36,40,239,202
9_bis_unter_10,42,38,185,217
10_bis_unter_11,51,30,233,228
11_bis_unter_12,56,44,211,200
12_bis_unter_13,50,45,236,216
13_bis_unter_14,51,42,227,247
14_bis_unter_15,49,49,275,242
15_bis_unter_16,55,38,312,290
16_bis_unter_17,61,48,384,333
17_bis_unter_18,50,37,436,405
18_bis_unter_19,58,38,505,472
19_bis_unter_20,69,50,539,621
20_bis_unter_21,70,87,621,790
21_bis_unter_22,84,88,831,785
22_bis_unter_23,98,71,956,882
23_bis_unter_24,104,73,1044,869
24_bis_unter_25,82,78,956,800
25_bis_unter_26,104,80,977,779
26_bis_unter_27,74,71,879,652
27_bis_unter_28,90,62,771,643
28_bis_unter_29,90,59,691,554
29_bis_unter_30,116,61,635,536
30_bis_unter_31,96,69,563,468
31_bis_unter_32,89,73,471,465
32_bis_unter_33,94,55,487,451
33_bis_unter_34,61,76,433,397
34_bis_unter_35,66,80,438,393
35_bis_unter_36,63,57,405,428
36_bis_unter_37,71,70,384,366
37_bis_unter_38,90,71,392,386
38_bis_unter_39,87,65,372,388
39_bis_unter_40,80,82,357,339
40_bis_unter_41,78,64,329,358
41_bis_unter_42,60,54,304,326
42_bis_unter_43,78,42,436,448
43_bis_unter_44,68,60,464,487
44_bis_unter_45,86,54,448,442
45_bis_unter_46,71,40,505,517
46_bis_unter_47,46,41,533,542
47_bis_unter_48,75,37,529,600
48_bis_unter_49,54,36,502,510
49_bis_unter_50,53,31,468,486
50_bis_unter_51,50,34,462,431
51_bis_unter_52,39,31,407,515
52_bis_unter_53,48,24,433,430
53_bis_unter_54,51,23,323,360
54_bis_unter_55,39,33,341,336
55_bis_unter_56,22,22,324,326
56_bis_unter_57,37,28,344,361
57_bis_unter_58,36,18,346,307
58_bis_unter_59,27,17,309,380
59_bis_unter_60,26,27,293,411
60_bis_unter_61,26,27,284,370
61_bis_unter_62,20,11,297,423
62_bis_unter_63,11,16,241,384
63_bis_unter_64,21,9,247,422
64_bis_unter_65,16,20,247,448
65_bis_unter_66,20,10,292,478
66_bis_unter_67,10,13,277,513
67_bis_unter_68,11,10,189,365
68_bis_unter_69,5,10,141,237
69_bis_unter_70,7,5,122,246
70_bis_unter_71,5,7,154,231
71_bis_unter_72,6,6,197,322
72_bis_unter_73,7,6,222,430
73_bis_unter_74,7,5,223,456
74_bis_unter_75,7,5,211,440
75_bis_unter_76,6,8,193,434
76_bis_unter_77,4,4,193,371
77_bis_unter_78,5,2,183,404
78_bis_unter_79,2,7,183,367
79_bis_unter_80,4,1,148,337
80_bis_unter_81,2,3,141,298
81_bis_unter_82,,2,108,283
82_bis_unter_83,5,4,125,243
83_bis_unter_84,2,3,72,224
84_bis_unter_85,2,8,56,215
85_bis_unter_86,1,1,69,167
86_bis_unter_87,,4,48,125
87_bis_unter_88,1,,28,137
88_bis_unter_89,1,1,27,93
89_bis_unter_90,,4,26,65
90_bis_unter_91,2,,12,57
91_bis_unter_92,,1,7,38
92_bis_unter_93,,,12,25
93_bis_unter_94,1,,4,24
94_bis_unter_95,,,5,21
95_bis_unter_96,,1,1,14
96_bis_unter_97,,,,2
97_bis_unter_98,,,2,6
98_bis_unter_99,,,,3
99_bis_unter_100,,,,
100_bis_unter_101,,,,2
101_bis_unter_102,,,,
102_bis_unter_103,,,,1
103_bis_unter_104,,,,
104,,,,1
105,,,,
106,,,,
