alter,maenner_nichtdeutsch,frauen_nichtdeutsch,maenner_deutsch,frauen_deutsch
0_bis_unter_1,25,22,298,297
1_bis_unter_2,20,26,318,287
2_bis_unter_3,18,12,284,301
3_bis_unter_4,20,23,333,315
4_bis_unter_5,23,21,327,307
5_bis_unter_6,17,20,294,293
6_bis_unter_7,22,23,307,294
7_bis_unter_8,20,28,293,261
8_bis_unter_9,19,16,299,302
9_bis_unter_10,15,23,303,298
10_bis_unter_11,20,26,298,278
11_bis_unter_12,19,18,314,271
12_bis_unter_13,18,27,274,315
13_bis_unter_14,18,25,314,288
14_bis_unter_15,46,46,301,261
15_bis_unter_16,39,51,303,314
16_bis_unter_17,46,38,303,328
17_bis_unter_18,31,48,279,305
18_bis_unter_19,48,45,407,412
19_bis_unter_20,64,75,579,652
20_bis_unter_21,117,125,769,941
21_bis_unter_22,125,180,884,920
22_bis_unter_23,143,172,890,898
23_bis_unter_24,146,163,932,889
24_bis_unter_25,147,169,903,842
25_bis_unter_26,132,135,805,771
26_bis_unter_27,142,123,677,645
27_bis_unter_28,132,126,609,569
28_bis_unter_29,114,126,525,520
29_bis_unter_30,121,125,512,509
30_bis_unter_31,108,119,498,466
31_bis_unter_32,105,124,433,479
32_bis_unter_33,116,119,490,440
33_bis_unter_34,94,131,379,385
34_bis_unter_35,90,113,359,357
35_bis_unter_36,88,109,346,339
36_bis_unter_37,104,101,304,352
37_bis_unter_38,111,102,327,365
38_bis_unter_39,115,102,335,353
39_bis_unter_40,96,114,352,338
40_bis_unter_41,92,97,314,353
41_bis_unter_42,89,97,352,322
42_bis_unter_43,84,97,368,398
43_bis_unter_44,103,93,446,446
44_bis_unter_45,102,91,431,497
45_bis_unter_46,72,102,491,540
46_bis_unter_47,88,92,535,569
47_bis_unter_48,97,83,530,572
48_bis_unter_49,89,71,535,533
49_bis_unter_50,78,70,555,598
50_bis_unter_51,66,62,538,570
51_bis_unter_52,66,60,501,565
52_bis_unter_53,63,51,492,527
53_bis_unter_54,52,62,467,466
54_bis_unter_55,59,48,449,502
55_bis_unter_56,41,60,426,420
56_bis_unter_57,61,55,424,457
57_bis_unter_58,50,60,379,411
58_bis_unter_59,52,68,318,414
59_bis_unter_60,52,38,334,392
60_bis_unter_61,38,58,316,393
61_bis_unter_62,43,60,355,359
62_bis_unter_63,46,37,322,376
63_bis_unter_64,52,64,346,369
64_bis_unter_65,48,51,303,351
65_bis_unter_66,58,50,299,374
66_bis_unter_67,50,67,297,313
67_bis_unter_68,41,47,259,302
68_bis_unter_69,36,39,214,292
69_bis_unter_70,48,29,315,391
70_bis_unter_71,28,41,349,438
71_bis_unter_72,39,35,351,402
72_bis_unter_73,38,28,368,463
73_bis_unter_74,23,30,387,462
74_bis_unter_75,40,30,362,485
75_bis_unter_76,21,26,345,426
76_bis_unter_77,25,30,313,406
77_bis_unter_78,23,22,278,366
78_bis_unter_79,17,18,259,404
79_bis_unter_80,20,9,257,308
80_bis_unter_81,6,12,178,279
81_bis_unter_82,7,17,157,235
82_bis_unter_83,7,8,155,199
83_bis_unter_84,9,10,150,239
84_bis_unter_85,9,9,140,186
85_bis_unter_86,3,8,116,203
86_bis_unter_87,2,8,93,203
87_bis_unter_88,5,5,75,152
88_bis_unter_89,2,5,75,185
89_bis_unter_90,2,0,47,143
90_bis_unter_91,1,4,44,128
91_bis_unter_92,3,0,43,112
92_bis_unter_93,1,3,28,107
93_bis_unter_94,0,1,27,86
94_bis_unter_95,0,1,9,57
95_bis_unter_96,1,1,5,26
96_bis_unter_97,0,0,7,24
97_bis_unter_98,1,0,4,14
98_bis_unter_99,0,0,0,14
99_bis_unter_100,0,0,1,9
100_bis_unter_101,0,0,3,8
101_bis_unter_102,0,0,0,5
102_bis_unter_103,0,0,0,1
103_bis_unter_104,0,0,0,2
104,0,0,0,2
105,0,0,0,1
106,,,,1
